Session,Session Date,Session Title / Poster Group,Start Time,Stop Time,# of Papers,Session Chairs,Session Order,Poster ID,Paper ID,Title (Corrected),Authors (Corrected)
,,,,,,,167,221a,390,EfficientNeRF ­ Efficient Neural Radiance Fields,Tao Hu; Shu Liu; Yilun Chen; Tiancheng Shen; Jiaya Jia
,,,,,,,168,222a,6453,InfoNeRF: Ray Entropy Minimization for Few-Shot Neural Volume Rendering,Mijeong Kim; Seonguk Seo; Bohyung Han
,,,,,,,169,223a,9405,Mega-NERF: Scalable Construction of Large-Scale NeRFs for Virtual Fly-Throughs,Haithem Turki; Deva Ramanan; Mahadev Satyanarayanan
,,,,,,,170,224a,2829,Urban Radiance Fields,Konstantinos Rematas; Andrew Liu; Pratul P. Srinivasan; Jonathan T. Barron; Andrea Tagliasacchi; Thomas Funkhouser; Vittorio Ferrari
,,,,,,,171,225a,6101,Hallucinated Neural Radiance Fields in the Wild,Xingyu Chen; Qi Zhang; Xiaoyu Li; Yue Chen; Ying Feng; Xuan Wang; Jue Wang
,,,,,,,172,226a,4399,Towards Multimodal Depth Estimation From Light Fields,Titus Leistner; Radek Mackowiak; Lynton Ardizzone; Ullrich Köthe; Carsten Rother
,,,,,,,173,227a,667,Degradation-Agnostic Correspondence From Resolution-Asymmetric Stereo,Xihao Chen; Zhiwei Xiong; Zhen Cheng; Jiayong Peng; Yueyi Zhang; Zheng-Jun Zha
,,,,,,,174,228a,5082,Uniform Subdivision of Omnidirectional Camera Space for Efficient Spherical Stereo Matching,Donghun Kang; Hyeonjoong Jang; Jungeon Lee; Chong-Min Kyung; Min H. Kim
,,,,,,,175,229a,8391,Attention Concatenation Volume for Accurate and Efficient Stereo Matching,Gangwei Xu; Junda Cheng; Peng Guo; Xin Yang
,,,,,,,176,230a,2420,Generalized Binary Search Network for Highly-Efficient Multi-View Stereo,Zhenxing Mi; Chang Di; Dan Xu
,,,,,,,177,231a,5939,Revisiting Domain Generalized Stereo Matching Networks From a Feature Consistency Perspective,Jiawei Zhang; Xiang Wang; Xiao Bai; Chen Wang; Lei Huang; Yimin Chen; Lin Gu; Jun Zhou; Tatsuya Harada; Edwin R. Hancock
,,,,,,,178,232a,5098,GraftNet: Towards Domain Generalized Stereo Matching With a Broad-Spectrum and Task-Oriented Feature,Biyang Liu; Huimin Yu; Guodong Qi
,,,,,,,179,233a,3984,ITSA: An Information-Theoretic Approach to Automatic Shortcut Avoidance and Domain Generalization in Stereo Matching Networks,WeiQin Chuah; Ruwan Tennakoon; Reza Hoseinnezhad; Alireza Bab-Hadiashar; David Suter
,,,,,,,180,234a,4882,ActiveZero: Mixed Domain Learning for Active Stereovision With Zero Annotation,Isabella Liu; Edward Yang; Jianyu Tao; Rui Chen; Xiaoshuai Zhang; Qing Ran; Zhu Liu; Hao Su
,,,,,,,181,235a,2985,FoggyStereo: Stereo Matching With Fog Volume Representation,Chengtang Yao; Lidong Yu
,,Pose Estimation & Tracking,,,,,182,236a,8367,Multi-Person Extreme Motion Prediction,Wen Guo; Xiaoyu Bie; Xavier Alameda-Pineda; Francesc Moreno-Noguer
,,,,,,,183,237a,51,Learning Local-Global Contextual Adaptation for Multi-Person Pose Estimation,Nan Xue; Tianfu Wu; Gui-Song Xia; Liangpei Zhang
,,,,,,,184,238a,9962,AdaptPose: Cross-Dataset Adaptation for 3D Human Pose Estimation by Learnable Motion Generation,Mohsen Gholami; Bastian Wandt; Helge Rhodin; Rabab Ward; Z. Jane Wang
,,,,,,,185,239a,4071,Single-Stage Is Enough: Multi-Person Absolute 3D Pose Estimation,Lei Jin; Chenyang Xu; Xiaojuan Wang; Yabo Xiao; Yandong Guo; Xuecheng Nie; Jian Zhao
,,,,,,,186,240a,6971,Distribution-Aware Single-Stage Models for Multi-Person 3D Pose Estimation,Zitian Wang; Xuecheng Nie; Xiaochao Qu; Yunpeng Chen; Si Liu
,,,,,,,187,241a,10385,Trajectory Optimization for Physics-Based Reconstruction of 3D Human Pose From Monocular Video,Erik Gärtner; Mykhaylo Andriluka; Hongyi Xu; Cristian Sminchisescu
,,,,,,,188,242a,6843,Ray3D: Ray-Based 3D Human Pose Estimation for Monocular Absolute 3D Localization,Yu Zhan; Fenghai Li; Renliang Weng; Wongun Choi
,,,,,,,189,243a,3768,Lite Pose: Efficient Architecture Design for 2D Human Pose Estimation,Yihan Wang; Muyang Li; Han Cai; Wei-Ming Chen; Song Han
,,,,,,,190,244a,2364,Location-Free Human Pose Estimation,Xixia Xu; Yingguo Gao; Ke Yan; Xue Lin; Qi Zou
,,,,,,,191,245a,1083,MHFormer: Multi-Hypothesis Transformer for 3D Human Pose Estimation,Wenhao Li; Hong Liu; Hao Tang; Pichao Wang; Luc Van Gool
,,,,,,,192,246a,7104,Estimating Egocentric 3D Human Pose in the Wild With External Weak Supervision,Jian Wang; Lingjie Liu; Weipeng Xu; Kripasindhu Sarkar; Diogo Luvizon; Christian Theobalt
,,,,,,,193,247a,1897,Physical Inertial Poser (PIP): Physics-Aware Real-Time Human Motion Tracking From Sparse Inertial Sensors,Xinyu Yi; Yuxiao Zhou; Marc Habermann; Soshi Shimada; Vladislav Golyanik; Christian Theobalt; Feng Xu
,,,,,,,194,248a,5115,PoseKernelLifter: Metric Lifting of 3D Human Pose Using Sound,Zhijian Yang; Xiaoran Fan; Volkan Isler; Hyun Soo Park
,,,,,,,195,249a,10409,Differentiable Dynamics for Articulated 3D Human Motion Reconstruction,Erik Gärtner; Mykhaylo Andriluka; Erwin Coumans; Cristian Sminchisescu
,,,,,,,196,250a,4352,COAP: Compositional Articulated Occupancy of People,Marko Mihajlovic; Shunsuke Saito; Aayush Bansal; Michael Zollhöfer; Siyu Tang
,,,,,,,197,251a,6849,Capturing Humans in Motion: Temporal-Attentive 3D Human Pose and Shape Estimation From Monocular Video,Wen-Li Wei; Jen-Chun Lin; Tyng-Luh Liu; Hong-Yuan Mark Liao
,,,,,,,198,252a,6924,SC2-PCR: A Second Order Spatial Compatibility for Efficient and Robust Point Cloud Registration,Zhi Chen; Kun Sun; Fan Yang; Wenbing Tao
,,,,,,,199,253a,3094,MixSTE: Seq2seq Mixed Spatio-Temporal Encoder for 3D Human Pose Estimation in Video,Jinlu Zhang; Zhigang Tu; Jianyu Yang; Yujin Chen; Junsong Yuan
,,,,,,,200,254a,770,Putting People in Their Place: Monocular Regression of 3D People in Depth,Yu Sun; Wu Liu; Qian Bao; Yili Fu; Tao Mei; Michael J. Black
,,,,,,,201,255a,4288,FLAG: Flow-Based 3D Avatar Generation From Sparse Observations,Sadegh Aliakbarian; Pashmina Cameron; Federica Bogo; Andrew Fitzgibbon; Thomas J. Cashman
,,,,,,,202,256a,896,GOAL: Generating 4D Whole-Body Motion for Hand-Object Grasping,Omid Taheri; Vasileios Choutas; Michael J. Black; Dimitrios Tzionas
,,,,,,,203,257a,933,Capturing and Inferring Dense Full-Body Human-Scene Contact,Chun-Hao P. Huang; Hongwei Yi; Markus Höschle; Matvey Safroshkin; Tsvetelina Alexiadis; Senya Polikovsky; Daniel Scharstein; Michael J. Black
,,,,,,,204,258a,3301,BodyMap: Learning Full-Body Dense Correspondence Map,Anastasia Ianina; Nikolaos Sarafianos; Yuanlu Xu; Ignacio Rocco; Tony Tung
,,,,,,,205,259a,1209,ICON: Implicit Clothed Humans Obtained From Normals,Yuliang Xiu; Jinlong Yang; Dimitrios Tzionas; Michael J. Black
,,"Security, Transparency, Fairness, Accountability, Privacy & Ethics in Vision",1:30 PM,3:00 PM,15,Mario Fritz (CISPA Helmholtz Center for Information Security),1,1b,3468,Adversarial Texture for Fooling Person Detectors in the Physical World,Zhanhao Hu; Siyuan Huang; Xiaopei Zhu; Fuchun Sun; Bo Zhang; Xiaolin Hu
,,,,,,Tatiana Tommasi (Politecnico di Torino),2,2b,4109,Infrared Invisible Clothing: Hiding From Infrared Detectors at Multiple Angles in Real World,Xiaopei Zhu; Zhanhao Hu; Siyuan Huang; Jianmin Li; Xiaolin Hu
,,,,,,Junzhou Huang (Univ. of Texas at Arlington),3,3b,5922,Enhancing Classifier Conservativeness and Robustness by Polynomiality,Ziqi Wang; Marco Loog
,,,,,,,4,4b,5448,Backdoor Attacks on Self-Supervised Learning,Aniruddha Saha; Ajinkya Tejankar; Soroush Abbasi Koohpayegani; Hamed Pirsiavash
,,,,,,,5,5b,6583,Towards Practical Deployment-Stage Backdoor Attack on Deep Neural Networks,Xiangyu Qi; Tinghao Xie; Ruizhe Pan; Jifeng Zhu; Yong Yang; Kai Bu
,,,,,,,6,6b,3994,Few-Shot Backdoor Defense Using Shapley Estimation,Jiyang Guan; Zhuozhuo Tu; Ran He; Dacheng Tao
,,,,,,,7,7b,10910,Better Trigger Inversion Optimization in Backdoor Scanning,Guanhong Tao; Guangyu Shen; Yingqi Liu; Shengwei An; Qiuling Xu; Shiqing Ma; Pan Li; Xiangyu Zhang
,,,,,,,8,8b,7051,Bandits for Structure Perturbation-Based Black-Box Attacks To Graph Neural Networks With Theoretical Guarantees,Binghui Wang; Youqi Li; Pan Zhou
,,,,,,,9,9b,9002,Improving Robustness Against Stealthy Weight Bit-Flip Attacks by Output Code Matching,Ozan Özdenizci; Robert Legenstein
,,,,,,,10,10b,6908,LAS-AT: Adversarial Training With Learnable Attack Strategy,Xiaojun Jia; Yong Zhang; Baoyuan Wu; Ke Ma; Jue Wang; Xiaochun Cao
,,,,,,,11,11b,4589,Subspace Adversarial Training,Tao Li; Yingwen Wu; Sizhe Chen; Kun Fang; Xiaolin Huang
,,,,,,,12,12b,5403,Pyramid Adversarial Training Improves ViT Performance,Charles Herrmann; Kyle Sargent; Lu Jiang; Ramin Zabih; Huiwen Chang; Ce Liu; Dilip Krishnan; Deqing Sun
,,,,,,,13,13b,12025,Fingerprinting Deep Neural Networks Globally via Universal Adversarial Perturbations,Zirui Peng; Shaofeng Li; Guoxing Chen; Cheng Zhang; Haojin Zhu; Minhui Xue
,,,,,,,14,14b,2245,Robust Image Forgery Detection Over Online Social Network Shared Images,Haiwei Wu; Jiantao Zhou; Jinyu Tian; Jun Liu
,,,,,,,15,15b,6270,Quantifying Societal Bias Amplification in Image Captioning,Yusuke Hirota; Yuta Nakashima; Noa Garcia
,,Image & Video Synthesis and Generation (II); Video Analysis & Understanding,1:30 PM,3:00 PM,15,Seon Joo Kim (Yonsei Univ.),1,16b,725,Drop the GAN: In Defense of Patches Nearest Neighbors As Single Image Generative Models,Niv Granot; Ben Feinstein; Assaf Shocher; Shai Bagon; Michal Irani
,,,,,,Hedvig Kjellström (KTH Royal Inst. of Technology),2,17b,706,GAN-Supervised Dense Visual Alignment,William Peebles; Jun-Yan Zhu; Richard Zhang; Antonio Torralba; Alexei A. Efros; Eli Shechtman
,,,,,,Yogesh Rawat (Univ. of Central Florida),3,18b,8416,Look Closer To Supervise Better: One-Shot Font Generation via Component-Based Discriminator,Yuxin Kong; Canjie Luo; Weihong Ma; Qiyuan Zhu; Shenggao Zhu; Nicholas Yuan; Lianwen Jin
,,,,,,,4,19b,8925,Text2Mesh: Text-Driven Neural Stylization for Meshes,Oscar Michel; Roi Bar-On; Richard Liu; Sagie Benaim; Rana Hanocka
,,,,,,,5,20b,6649,StyleSDF: High-Resolution 3D-Consistent Image and Geometry Generation,Roy Or-El; Xuan Luo; Mengyi Shan; Eli Shechtman; Jeong Joon Park; Ira Kemelmacher-Shlizerman
,,,,,,,6,21b,7720,Physical Simulation Layer for Accurate 3D Modeling,Mariem Mezghanni; Théo Bodrito; Malika Boulkenafed; Maks Ovsjanikov
,,,,,,,7,22b,717,Fourier PlenOctrees for Dynamic Radiance Field Rendering in Real-Time,Liao Wang; Jiakai Zhang; Xinhang Liu; Fuqiang Zhao; Yanshun Zhang; Yingliang Zhang; Minye Wu; Jingyi Yu; Lan Xu
,,,,,,,8,23b,3579,Neural Texture Extraction and Distribution for Controllable Person Image Synthesis,Yurui Ren; Xiaoqing Fan; Ge Li; Shan Liu; Thomas H. Li
,,,,,,,9,24b,6545,I M Avatar: Implicit Morphable Head Avatars From Videos,Yufeng Zheng; Victoria Fernández Abrevaya; Marcel C. Bühler; Xu Chen; Michael J. Black; Otmar Hilliges
,,,,,,,10,25b,6772,E2V-SDE: From Asynchronous Events to Fast and Continuous Video Reconstruction via Neural Stochastic Differential Equations,Jongwan Kim; DongJin Lee; Byunggook Na; Seongsik Park; Sungroh Yoon
,,,,,,,11,26b,549,RCL: Recurrent Continuous Localization for Temporal Action Detection,Qiang Wang; Yanhao Zhang; Yun Zheng; Pan Pan
,,,,,,,12,27b,4317,Self-Supervised Predictive Convolutional Attentive Block for Anomaly Detection,Nicolae-Cătălin Ristea; Neelu Madan; Radu Tudor Ionescu; Kamal Nasrollahi; Fahad Shahbaz Khan; Thomas B. Moeslund; Mubarak Shah
,,,,,,,13,28b,729,MeMViT: Memory-Augmented Multiscale Vision Transformer for Efficient Long-Term Video Recognition,Chao-Yuan Wu; Yanghao Li; Karttikeya Mangalam; Haoqi Fan; Bo Xiong; Jitendra Malik; Christoph Feichtenhofer
,,,,,,,14,29b,9219,TubeR: Tubelet Transformer for Video Action Detection,Jiaojiao Zhao; Yanyi Zhang; Xinyu Li; Hao Chen; Bing Shuai; Mingze Xu; Chunhui Liu; Kaustav Kundu; Yuanjun Xiong; Davide Modolo; Ivan Marsic; Cees G. M. Snoek; Joseph Tighe
,,,,,,,15,30b,8613,MixFormer: End-to-End Tracking With Iterative Mixed Attention,Yutao Cui; Cheng Jiang; Limin Wang; Gangshan Wu
,,"Recognition, Learning for Vision, and Robot Vision",1:30 PM,3:00 PM,15,Kris Kitani (Carnegie Mellon Univ.),1,31b,5905,DN-DETR: Accelerate DETR Training by Introducing Query DeNoising,Feng Li; Hao Zhang; Shilong Liu; Jian Guo; Lionel M. Ni; Lei Zhang
,,,,,,Trevor Darrell (UC Berkeley),2,32b,7010,Proper Reuse of Image Classification Features Improves Object Detection,Cristina Vasconcelos; Vighnesh Birodkar; Vincent Dumoulin
,,,,,,Noha Radwan (Google),3,33b,8646,Boosting 3D Object Detection by Simulating Multimodality on Point Clouds,Wu Zheng; Mingxuan Hong; Li Jiang; Chi-Wing Fu
,,,,,,,4,34b,10578,TransVPR: Transformer-Based Place Recognition With Multi-Level Attention Aggregation,Ruotong Wang; Yanqing Shen; Weiliang Zuo; Sanping Zhou; Nanning Zheng
,,,,,,,5,35b,9856,Disentangling Visual Embeddings for Attributes and Objects,Nirat Saini; Khoi Pham; Abhinav Shrivastava
,,,,,,,6,36b,1856,QueryDet: Cascaded Sparse Query for Accelerating High-Resolution Small Object Detection,Chenhongyi Yang; Zehao Huang; Naiyan Wang
,,,,,,,7,37b,5517,Unknown-Aware Object Detection: Learning What You Don’t Know From Videos in the Wild,Xuefeng Du; Xin Wang; Gabriel Gozum; Yixuan Li
,,,,,,,8,38b,3247,Interpretable Part-Whole Hierarchies and Conceptual-Semantic Relationships in Neural Networks,Nicola Garau; Niccolò Bisagno; Zeno Sambugaro; Nicola Conci
,,,,,,,9,39b,5972,Can Neural Nets Learn the Same Model Twice? Investigating Reproducibility and Double Descent From the Decision Boundary Perspective,Gowthami Somepalli; Liam Fowl; Arpit Bansal; Ping Yeh-Chiang; Yehuda Dar; Richard Baraniuk; Micah Goldblum; Tom Goldstein
,,,,,,,10,40b,3349,Calibrating Deep Neural Networks by Pairwise Constraints,Jiacheng Cheng; Nuno Vasconcelos
,,,,,,,11,41b,7691,Lifelong Graph Learning,Chen Wang; Yuheng Qiu; Dasong Gao; Sebastian Scherer
,,,,,,,12,42b,11327,OrphicX: A Causality-Inspired Latent Variable Model for Interpreting Graph Neural Networks,Wanyu Lin; Hao Lan; Hao Wang; Baochun Li
,,,,,,,13,43b,10810,Coarse-To-Fine Q-Attention: Efficient Learning for Visual Robotic Manipulation via Discretisation,Stephen James; Kentaro Wada; Tristan Laidlow; Andrew J. Davison
,,,,,,,14,44b,11529,Dual Task Learning by Leveraging Both Dense Correspondence and Mis-Correspondence for Robust Change Detection With Imperfect Matches,Jin-Man Park; Ue-Hwan Kim; Seon-Hoon Lee; Jong-Hwan Kim
,,,,,,,15,45b,9157,Cross-View Transformers for Real-Time Map-View Semantic Segmentation,Brady Zhou; Philipp Krähenbühl
,,Video Analysis & Understanding,2:30 PM,5:00 PM,214,,1,46b,1811,UnweaveNet: Unweaving Activity Stories,Will Price; Carl Vondrick; Dima Damen
,,,,,,,2,47b,7769,Weakly-Supervised Online Action Segmentation in Multi-View Instructional Videos,Reza Ghoddoosian; Isht Dwivedi; Nakul Agarwal; Chiho Choi; Behzad Dariush
,,,,,,,3,48b,1319,Audio-Adaptive Activity Recognition Across Video Domains,Yunhua Zhang; Hazel Doughty; Ling Shao; Cees G. M. Snoek
,,,,,,,4,49b,6385,Frame-Wise Action Representations for Long Videos via Sequence Contrastive Learning,Minghao Chen; Fangyun Wei; Chong Li; Deng Cai
,,,,,,,5,50b,9349,Image Based Reconstruction of Liquids From 2D Surface Detections,Florian Richter; Ryan K. Orosco; Michael C. Yip
,,,,,,,6,51b,1579,Learning From Untrimmed Videos: Self-Supervised Video Representation Learning With Hierarchical Consistency,Zhiwu Qing; Shiwei Zhang; Ziyuan Huang; Yi Xu; Xiang Wang; Mingqian Tang; Changxin Gao; Rong Jin; Nong Sang
,,,,,,,7,52b,6891,How Do You Do It? Fine-Grained Action Understanding With Pseudo-Adverbs,Hazel Doughty; Cees G. M. Snoek
,,,,,,,8,53b,2102,Programmatic Concept Learning for Human Motion Description and Synthesis,Sumith Kulal; Jiayuan Mao; Alex Aiken; Jiajun Wu
,,,,,,,9,54b,4326,Learning To Recognize Procedural Activities With Distant Supervision,Xudong Lin; Fabio Petroni; Gedas Bertasius; Marcus Rohrbach; Shih-Fu Chang; Lorenzo Torresani
,,,,,,,10,55b,6761,Implicit Motion Handling for Video Camouflaged Object Detection,Xuelian Cheng; Huan Xiong; Deng-Ping Fan; Yiran Zhong; Mehrtash Harandi; Tom Drummond; Zongyuan Ge
,,,,,,,11,56b,11553,Dynamic Scene Graph Generation via Anticipatory Pre-Training,Yiming Li; Xiaoshan Yang; Changsheng Xu
,,,,,,,12,57b,1845,Learning To Refactor Action and Co-Occurrence Features for Temporal Action Localization,Kun Xia; Le Wang; Sanping Zhou; Nanning Zheng; Wei Tang
,,,,,,,13,58b,3930,OCSampler: Compressing Videos to One Clip With Single-Step Sampling,Jintao Lin; Haodong Duan; Kai Chen; Dahua Lin; Limin Wang
,,,,,,,14,59b,5670,A Hybrid Egocentric Activity Anticipation Framework via Memory-Augmented Recurrent and One-Shot Representation Forecasting,Tianshan Liu; Kin-Man Lam
,,,,,,,15,60b,3981,TubeFormer-DeepLab: Video Mask Transformer,Dahun Kim; Jun Xie; Huiyu Wang; Siyuan Qiao; Qihang Yu; Hong-Seok Kim; Hartwig Adam; In So Kweon; Liang-Chieh Chen
,,,,,,,16,61b,2673,ASM-Loc: Action-Aware Segment Modeling for Weakly-Supervised Temporal Action Localization,Bo He; Xitong Yang; Le Kang; Zhiyu Cheng; Xin Zhou; Abhinav Shrivastava
,,,,,,,17,62b,2928,A Graph Matching Perspective With Transformers on Video Instance Segmentation,Zheyun Qin; Xiankai Lu; Xiushan Nie; Yilong Yin; Jianbing Shen
,,,,,,,18,63b,8639,STRPM: A Spatiotemporal Residual Predictive Model for High-Resolution Video Prediction,Zheng Chang; Xinfeng Zhang; Shanshe Wang; Siwei Ma; Wen Gao
,,,,,,,19,64b,3656,Look for the Change: Learning Object States and State-Modifying Actions From Untrimmed Web Videos,Tomáš Souček; Jean-Baptiste Alayrac; Antoine Miech; Ivan Laptev; Josef Sivic
,,,,,,,20,65b,5386,End-to-End Compressed Video Representation Learning for Generic Event Boundary Detection,Congcong Li; Xinyao Wang; Longyin Wen; Dexiang Hong; Tiejian Luo; Libo Zhang
,,,,,,,21,66b,5430,Contextualized Spatio-Temporal Contrastive Learning With Self-Supervision,Liangzhe Yuan; Rui Qian; Yin Cui; Boqing Gong; Florian Schroff; Ming-Hsuan Yang; Hartwig Adam; Ting Liu
,,,,,,,22,67b,2018,Deep Anomaly Discovery From Unlabeled Videos via Normality Advantage and Self-Paced Refinement,Guang Yu; Siqi Wang; Zhiping Cai; Xinwang Liu; Chuanfu Xu; Chengkun Wu
,,,,,,,23,68b,6082,A Deeper Dive Into What Deep Spatiotemporal Networks Encode: Quantifying Static vs. Dynamic Information,Matthew Kowal; Mennatullah Siam; Md Amirul Islam; Neil D. B. Bruce; Richard P. Wildes; Konstantinos G. Derpanis
,,,,,,,24,69b,8138,Long-Short Temporal Contrastive Learning of Video Transformers,Jue Wang; Gedas Bertasius; Du Tran; Lorenzo Torresani
,,,,,,,25,70b,4525,Scene Consistency Representation Learning for Video Scene Segmentation,Haoqian Wu; Keyu Chen; Yanan Luo; Ruizhi Qiao; Bo Ren; Haozhe Liu; Weicheng Xie; Linlin Shen
,,,,,,,26,71b,1024,Unsupervised Pre-Training for Temporal Action Localization Tasks,Can Zhang; Tianyu Yang; Junwu Weng; Meng Cao; Jue Wang; Yuexian Zou
,,,,,,,27,72b,7000,Contrastive Learning for Unsupervised Video Highlight Detection,Taivanbat Badamdorj; Mrigank Rochan; Yang Wang; Li Cheng
,,,,,,,28,73b,8133,Deformable Video Transformer,Jue Wang; Lorenzo Torresani
,,,,,,,29,74b,8415,Recurring the Transformer for Video Action Recognition,Jiewen Yang; Xingbo Dong; Liujun Liu; Chao Zhang; Jiajun Shen; Dahai Yu
,,"Recognition: Detection, Categorization, Retrieval",,,,,30,75b,2257,Open-Vocabulary One-Stage Detection With Hierarchical Visual-Language Knowledge Distillation,Zongyang Ma; Guan Luo; Jin Gao; Liang Li; Yuxin Chen; Shaoru Wang; Congxuan Zhang; Weiming Hu
,,,,,,,31,76b,8811,Learning To Prompt for Open-Vocabulary Object Detection With Vision-Language Model,Yu Du; Fangyun Wei; Zihe Zhang; Miaojing Shi; Yue Gao; Guoqi Li
,,,,,,,32,77b,184,Sign Language Video Retrieval With Free-Form Textual Queries,Amanda Duarte; Samuel Albanie; Xavier Giró-i-Nieto; Gül Varol
,,,,,,,33,78b,11661,FashionVLP: Vision Language Transformer for Fashion Retrieval With Feedback,Sonam Goenka; Zhaoheng Zheng; Ayush Jaiswal; Rakesh Chada; Yue Wu; Varsha Hedau; Pradeep Natarajan
,,,,,,,34,79b,4918,Pushing the Performance Limit of Scene Text Recognizer Without Human Annotation,Caiyuan Zheng; Hui Li; Seon-Min Rhee; Seungju Han; Jae-Joon Han; Peng Wang
,,,,,,,35,80b,9957,ESCNet: Gaze Target Detection With the Understanding of 3D Scenes,Jun Bao; Buyu Liu; Jun Yu
,,,,,,,36,81b,2489,Interactive Multi-Class Tiny-Object Detection,Chunggi Lee; Seonwook Park; Heon Song; Jeongun Ryu; Sanghoon Kim; Haejoon Kim; Sérgio Pereira; Donggeun Yoo
,,,,,,,37,82b,9614,Weakly Supervised Rotation-Invariant Aerial Object Detection Network,Xiaoxu Feng; Xiwen Yao; Gong Cheng; Junwei Han
,,,,,,,38,83b,8402,Large Loss Matters in Weakly Supervised Multi-Label Classification,Youngwook Kim; Jae Myung Kim; Zeynep Akata; Jungwoo Lee
,,,,,,,39,84b,8000,MetaFSCIL: A Meta-Learning Approach for Few-Shot Class Incremental Learning,Zhixiang Chi; Li Gu; Huan Liu; Yang Wang; Yuanhao Yu; Jin Tang
,,,,,,,40,85b,1233,FreeSOLO: Learning To Segment Objects Without Annotations,Xinlong Wang; Zhiding Yu; Shalini De Mello; Jan Kautz; Anima Anandkumar; Chunhua Shen; Jose M. Alvarez
,,,,,,,41,86b,2645,Revisiting AP Loss for Dense Object Detection: Adaptive Ranking Pair Selection,Dongli Xu; Jinhong Deng; Wen Li
,,,,,,,42,87b,3784,SIOD: Single Instance Annotated per Category per Image for Object Detection,Hanjun Li; Xingjia Pan; Ke Yan; Fan Tang; Wei-Shi Zheng
